family,dataset,metric,direction,first,second,comparison,n_paired,mean_paired_diff_second_minus_first,median_paired_diff_second_minus_first,raw_p,bh_q,raw_sig,bh_sig,bh_q_lt_0.001,bh_q_lt_0.01,bh_q_lt_0.05
all7,ETIS-LaribPolypDB,iou,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,196,0.02308920526,1.226285203e-13,2.098062311e-09,2.10485831e-08,True,True,True,True,True
all7,ETIS-LaribPolypDB,iou,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,196,0.003168343799,1.25441811e-14,2.105001383e-10,2.631251729e-09,True,True,True,True,True
all7,ETIS-LaribPolypDB,iou,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,196,0.00324101937,3.179554339e-14,1.176956561e-12,2.288526646e-11,True,True,True,True,True
all7,ETIS-LaribPolypDB,iou,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,196,0.01992086146,4.257209777e-14,1.441000739e-05,7.416915567e-05,True,True,True,True,True
all7,ETIS-LaribPolypDB,precision,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,196,0.01982558567,3.265772207e-13,5.081957296e-06,3.17622331e-05,True,True,True,True,True
all7,ETIS-LaribPolypDB,precision,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,196,0.02640633956,5.934998268e-13,2.373916044e-09,2.186501619e-08,True,True,True,True,True
all7,ETIS-LaribPolypDB,precision,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,196,0.006037188822,0.001562313516,8.203215808e-20,7.177813832e-18,True,True,True,True,True
all7,ETIS-LaribPolypDB,precision,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,196,0.006580753895,0.002332514207,1.085151085e-24,1.899014399e-22,True,True,True,True,True
all7,ETIS-LaribPolypDB,precision,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,196,0.02036915074,3.409395583e-13,6.565862789e-06,3.96215858e-05,True,True,True,True,True
all7,ETIS-LaribPolypDB,recall,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,196,0.00169839506,0,0.1196899242,0.1932799629,False,False,False,False,False
all7,ETIS-LaribPolypDB,recall,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,196,-0.001387449618,0,0.6004703402,0.6779503841,False,False,False,False,False
all7,ETIS-LaribPolypDB,recall,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,196,-0.002181145501,0,2.890873742e-11,4.21585754e-10,True,True,True,True,True
all7,ETIS-LaribPolypDB,recall,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,196,-0.003085844678,0,2.55552815e-11,4.065612966e-10,True,True,True,True,True
all7,ETIS-LaribPolypDB,recall,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,196,0.0007936958826,0,0.2488693881,0.3456519279,False,False,False,False,False
all7,Kvasir,assd,lower_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,100,1.006983438,0.6532064381,0.04882002073,0.08993161713,True,False,False,False,False
all7,Kvasir,assd,lower_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,100,0.5420863133,0.2248055829,0.4473324208,0.5436331503,False,False,False,False,False
all7,Kvasir,assd,lower_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,100,-0.4006748561,-0.2469883823,0.0004648835849,0.001730949518,True,True,False,True,True
all7,Kvasir,assd,lower_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,100,-0.4648971246,-0.4233349661,6.881249881e-06,4.01406243e-05,True,True,True,True,True
all7,Kvasir,assd,lower_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,100,0.9427611694,0.2874061404,0.1439364056,0.2207122434,False,False,False,False,False
all7,Kvasir,boundary_dice,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,100,-0.04067865465,-0.03732526222,9.950447275e-06,5.441650853e-05,True,True,True,True,True
all7,Kvasir,boundary_dice,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,100,-0.01291820222,-0.01509909074,0.02497509023,0.05022439977,True,False,False,False,False
all7,Kvasir,boundary_dice,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,100,0.01814981466,0.01633061997,1.435571871e-07,1.046771156e-06,True,True,True,True,True
all7,Kvasir,boundary_dice,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,100,0.02776045243,0.02466708239,1.850840753e-14,4.048714148e-13,True,True,True,True,True
all7,Kvasir,boundary_dice,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,100,-0.03106801689,-0.0285043171,7.046698256e-05,0.0003082930487,True,True,True,True,True
all7,Kvasir,dice,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,100,0.002056238738,-0.001630216706,0.3496726883,0.4466621931,False,False,False,False,False
all7,Kvasir,dice,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,100,0.005630888932,-3.095770171e-05,0.8933277152,0.9142242699,False,False,False,False,False
all7,Kvasir,dice,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,100,0.002749336255,0.001606581119,3.425207458e-05,0.0001577398172,True,True,True,True,True
all7,Kvasir,dice,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,100,0.003574650194,0.002968237941,1.612264994e-08,1.282483518e-07,True,True,True,True,True
all7,Kvasir,dice,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,100,0.002881552677,-1.335226627e-05,0.5704943464,0.6568191489,False,False,False,False,False
all7,Kvasir,hd95,lower_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,100,-2.045022182,-0.5294012748,0.7027179817,0.7638238931,False,False,False,False,False
all7,Kvasir,hd95,lower_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,100,-2.585838272,-0.6764415038,0.4643219976,0.5603886178,False,False,False,False,False
all7,Kvasir,hd95,lower_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,100,-0.7988652449,-0.5431983695,0.0007242321859,0.002485110442,True,True,False,True,True
all7,Kvasir,hd95,lower_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,100,-0.5408160901,-0.7406153279,0.0002791277469,0.001085496794,True,True,False,True,True
all7,Kvasir,hd95,lower_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,100,-1.786973027,0.2156049556,0.867559776,0.8983607148,False,False,False,False,False
all7,Kvasir,iou,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,100,0.0009792406306,-0.002887234527,0.2818397532,0.3823407504,False,False,False,False,False
all7,Kvasir,iou,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,100,0.006582709325,-6.046491805e-05,0.8581003268,0.8938545071,False,False,False,False,False
all7,Kvasir,iou,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,100,0.004067829695,0.002346305425,2.381978528e-05,0.0001126611466,True,True,True,True,True
all7,Kvasir,iou,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,100,0.005603468694,0.004749529485,1.235865758e-09,1.383664033e-08,True,True,True,True,True
all7,Kvasir,iou,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,100,0.00251487963,-8.549630864e-06,0.5157933846,0.6032841381,False,False,False,False,False
all7,Kvasir,precision,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,100,3.376670008e-05,-0.005166280875,0.07213836662,0.1239693126,False,False,False,False,False
all7,Kvasir,precision,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,100,0.009048760647,-0.0001757396538,0.8446222854,0.8904150599,False,False,False,False,False
all7,Kvasir,precision,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,100,0.007965626102,0.005581921581,9.330061593e-16,3.57733282e-14,True,True,True,True,True
all7,Kvasir,precision,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,100,0.009014993947,0.007548024835,1.022095091e-15,3.57733282e-14,True,True,True,True,True
all7,Kvasir,precision,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,100,0.001083134545,-0.004916960826,0.07225639935,0.1239693126,False,False,False,False,False
all7,Kvasir,recall,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,100,0.00302730192,0.003661769042,1.934235104e-05,9.671175521e-05,True,True,True,True,True
all7,Kvasir,recall,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,100,8.414131927e-05,0.001610659921,0.01282523364,0.02737092545,True,True,False,False,True
all7,Kvasir,recall,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,100,-0.003930242377,-0.00347213303,1.46020605e-14,3.650515125e-13,True,True,True,True,True
all7,Kvasir,recall,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,100,-0.002943160601,-0.002420154261,1.414255627e-15,4.124912246e-14,True,True,True,True,True
all7,Kvasir,recall,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,100,0.004014383696,0.005023743772,4.478165774e-06,3.008580822e-05,True,True,True,True,True
table8,CVC-300,assd,lower_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,60,-0.6498607733,-0.9158789282,0.01063476872,0.0276947102,True,True,False,False,True
table8,CVC-300,assd,lower_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,60,-0.6238822411,-1.000615331,0.008774154976,0.02333551855,True,True,False,False,True
table8,CVC-300,assd,lower_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,60,-0.148767054,-0.08766636514,0.06357852752,0.1241768116,False,False,False,False,False
table8,CVC-300,assd,lower_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,60,0.02597853215,-0.1469400203,0.05948786602,0.1180314802,False,False,False,False,False
table8,CVC-300,assd,lower_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,60,-0.4751151871,-0.5485435474,0.04070468302,0.08623873521,True,False,False,False,False
table8,CVC-300,boundary_dice,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,60,-0.0001524657046,3.325081759e-13,0.7909958204,0.8673199785,False,False,False,False,False
table8,CVC-300,boundary_dice,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,60,0.005544387153,2.175378029e-12,0.5171006898,0.6155960593,False,False,False,False,False
table8,CVC-300,boundary_dice,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,60,0.008072171565,0.002692670605,0.005514668227,0.01603101229,True,True,False,False,True
table8,CVC-300,boundary_dice,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,60,0.005696852858,0.003839018569,0.001988977492,0.006906171849,True,True,False,True,True
table8,CVC-300,boundary_dice,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,60,-0.002527784411,2.536953283e-14,0.9004069764,0.9225481316,False,False,False,False,False
table8,CVC-300,dice,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,60,0.01561014576,0.008263015302,0.008044959221,0.02186130223,True,True,False,False,True
table8,CVC-300,dice,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,60,0.01776395954,0.01381860329,0.004091429449,0.0134586495,True,True,False,False,True
table8,CVC-300,dice,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,60,0.00201094098,0.0007833030549,0.07363583006,0.1394617994,False,False,False,False,False
table8,CVC-300,dice,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,60,0.002153813785,0.001273335325,0.02428119314,0.05620646561,True,False,False,False,False
table8,CVC-300,dice,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,60,0.01575301857,0.009273039857,0.02162903236,0.05101186878,True,False,False,False,False
table8,CVC-300,hd95,lower_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,60,-4.36735163,-4.979202711,0.0001013982337,0.000487491508,True,True,True,True,True
table8,CVC-300,hd95,lower_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,60,-4.452941398,-5.176918075,8.950415388e-05,0.0004475207694,True,True,True,True,True
table8,CVC-300,hd95,lower_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,60,-0.3880866945,0,0.1475751341,0.2459585568,False,False,False,False,False
table8,CVC-300,hd95,lower_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,60,-0.08558976863,0,0.4309383284,0.5501196179,False,False,False,False,False
table8,CVC-300,hd95,lower_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,60,-4.064854704,-4.262277092,0.0003770223827,0.001683135637,True,True,False,True,True
table8,CVC-300,iou,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,60,0.02500398137,0.01189714421,0.002363096124,0.007983432852,True,True,False,True,True
table8,CVC-300,iou,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,60,0.02830389847,0.0190239844,0.00108099414,0.00397424316,True,True,False,True,True
table8,CVC-300,iou,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,60,0.003330656089,0.001337097998,0.04070468302,0.08623873521,True,False,False,False,False
table8,CVC-300,iou,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,60,0.003299917105,0.001568331981,0.01086177447,0.02770860835,True,True,False,False,True
table8,CVC-300,iou,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,60,0.02497324239,0.01145426134,0.007052676173,0.01959076715,True,True,False,False,True
table8,CVC-ClinicDB,assd,lower_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,62,-0.4516980999,0.09855894347,0.6211079866,0.6994459308,False,False,False,False,False
table8,CVC-ClinicDB,assd,lower_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,62,-0.3065880556,0.1037154014,0.6714418946,0.7493771146,False,False,False,False,False
table8,CVC-ClinicDB,assd,lower_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,62,0.1189278087,0.03208321074,0.2374574316,0.3664466537,False,False,False,False,False
table8,CVC-ClinicDB,assd,lower_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,62,0.1451100443,-0.02694055695,0.3177569483,0.4607862759,False,False,False,False,False
table8,CVC-ClinicDB,assd,lower_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,62,-0.4255158643,-0.08439735804,0.3010738593,0.4427556755,False,False,False,False,False
table8,CVC-ClinicDB,boundary_dice,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,62,-0.01039713964,4.971717714e-13,0.586883224,0.6730312202,False,False,False,False,False
table8,CVC-ClinicDB,boundary_dice,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,62,-0.00631462309,2.715049363e-12,0.9413157267,0.9566216735,False,False,False,False,False
table8,CVC-ClinicDB,boundary_dice,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,62,0.002177335569,0.001231503407,0.1068459749,0.1964080421,False,False,False,False,False
table8,CVC-ClinicDB,boundary_dice,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,62,0.004082516551,0.001749197996,0.01181345401,0.02895454415,True,True,False,False,True
table8,CVC-ClinicDB,boundary_dice,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,62,-0.008491958659,0.001202650342,0.8886093248,0.9225481316,False,False,False,False,False
table8,CVC-ClinicDB,dice,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,62,0.01358925679,9.637550277e-13,0.3421120472,0.4711619165,False,False,False,False,False
table8,CVC-ClinicDB,dice,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,62,0.01394966391,0.0005091331923,0.2787148702,0.4194043946,False,False,False,False,False
table8,CVC-ClinicDB,dice,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,62,0.0003184218765,0.0002479584135,0.410052589,0.5452826981,False,False,False,False,False
table8,CVC-ClinicDB,dice,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,62,0.0003604071135,0.000436241038,0.1910208499,0.3061231569,False,False,False,False,False
table8,CVC-ClinicDB,dice,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,62,0.01363124203,2.492461316e-13,0.2545783078,0.3880766888,False,False,False,False,False
table8,CVC-ClinicDB,hd95,lower_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,62,-1.118221354,0.2409465261,0.968487555,0.9759212707,False,False,False,False,False
table8,CVC-ClinicDB,hd95,lower_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,62,-0.6812985497,0.2974952153,0.830947528,0.8954175948,False,False,False,False,False
table8,CVC-ClinicDB,hd95,lower_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,62,0.2094304827,0,0.4774936284,0.590957461,False,False,False,False,False
table8,CVC-ClinicDB,hd95,lower_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,62,0.4369228041,0,0.40119089,0.5392350673,False,False,False,False,False
table8,CVC-ClinicDB,hd95,lower_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,62,-0.8907290324,0.2718178889,0.586883224,0.6730312202,False,False,False,False,False
table8,CVC-ClinicDB,iou,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,62,0.01342786823,9.637550277e-13,0.4261734078,0.5501196179,False,False,False,False,False
table8,CVC-ClinicDB,iou,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,62,0.01430923266,0.0005258713868,0.3421120472,0.4711619165,False,False,False,False,False
table8,CVC-ClinicDB,iou,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,62,0.0003217452019,0.0004110175726,0.4180672373,0.5500884701,False,False,False,False,False
table8,CVC-ClinicDB,iou,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,62,0.0008813644341,0.0007084883829,0.1536509949,0.2494334332,False,False,False,False,False
table8,CVC-ClinicDB,iou,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,62,0.01398748746,2.492461316e-13,0.3280522182,0.4659832645,False,False,False,False,False
table8,CVC-ColonDB,assd,lower_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,380,0.3424535233,-0.104843404,0.4859160198,0.5954853183,False,False,False,False,False
table8,CVC-ColonDB,assd,lower_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,380,0.3934822753,-0.1531527436,0.6191469034,0.6994459308,False,False,False,False,False
table8,CVC-ColonDB,assd,lower_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,380,-0.07348507676,-0.02463285551,0.1250006738,0.2232154889,False,False,False,False,False
table8,CVC-ColonDB,assd,lower_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,380,0.05102875195,-0.0276852927,0.4953135721,0.601108704,False,False,False,False,False
table8,CVC-ColonDB,assd,lower_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,380,0.466967352,-0.01178049444,0.2253035203,0.3537110042,False,False,False,False,False
table8,CVC-ColonDB,boundary_dice,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,380,0.004813114878,3.864064525e-13,0.1347509896,0.2352291439,False,False,False,False,False
table8,CVC-ColonDB,boundary_dice,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,380,0.007776708546,8.103269843e-13,0.02525569817,0.05637432627,True,False,False,False,False
table8,CVC-ColonDB,boundary_dice,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,380,0.003021850192,0.0001512887316,7.441291966e-08,7.155088429e-07,True,True,True,True,True
table8,CVC-ColonDB,boundary_dice,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,380,0.002963593668,0.0004927451381,4.912420202e-09,6.008752162e-08,True,True,True,True,True
table8,CVC-ColonDB,boundary_dice,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,380,0.004754858354,1.170130091e-12,0.0698701868,0.1343657439,False,False,False,False,False
table8,CVC-ColonDB,dice,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,380,0.00472253349,5.005220165e-13,0.004658464544,0.01386447781,True,True,False,False,True
table8,CVC-ColonDB,dice,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,380,0.005525027337,3.75570048e-13,0.004584373171,0.01386447781,True,True,False,False,True
table8,CVC-ColonDB,dice,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,380,0.000748652046,1.697151336e-14,0.005859689022,0.01664684381,True,True,False,False,True
table8,CVC-ColonDB,dice,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,380,0.0008024938463,3.926137049e-14,0.004387399043,0.01371062201,True,True,False,False,True
table8,CVC-ColonDB,dice,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,380,0.004776375291,1.208532956e-13,0.04406813947,0.0918086239,True,False,False,False,False
table8,CVC-ColonDB,hd95,lower_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,380,-1.148171419,-0.5415680165,0.1472875853,0.2459585568,False,False,False,False,False
table8,CVC-ColonDB,hd95,lower_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,380,-1.451070434,-0.7602266719,0.09291876402,0.173355903,False,False,False,False,False
table8,CVC-ColonDB,hd95,lower_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,380,-0.694787398,0,0.2263750427,0.3537110042,False,False,False,False,False
table8,CVC-ColonDB,hd95,lower_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,380,-0.3028990147,0,0.5291046115,0.6239441174,False,False,False,False,False
table8,CVC-ColonDB,hd95,lower_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,380,-0.7562830359,-0.102378611,0.320707248,0.4607862759,False,False,False,False,False
table8,CVC-ColonDB,iou,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,380,0.007878633269,5.005220165e-13,0.0007562012074,0.002864398513,True,True,False,True,True
table8,CVC-ColonDB,iou,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,380,0.009065652445,3.75570048e-13,0.0006725234569,0.002711788133,True,True,False,True,True
table8,CVC-ColonDB,iou,higher_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,380,0.001193282768,1.697151336e-14,0.004204315053,0.01347536876,True,True,False,False,True
table8,CVC-ColonDB,iou,higher_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,380,0.001187019176,3.926137049e-14,0.00155912706,0.00556831093,True,True,False,True,True
table8,CVC-ColonDB,iou,higher_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,380,0.007872369676,1.208532956e-13,0.01228092247,0.02952144824,True,True,False,False,True
table8,ETIS-LaribPolypDB,assd,lower_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,196,-2.556708309,0.3796695187,0.9759212707,0.9759212707,False,False,False,False,False
table8,ETIS-LaribPolypDB,assd,lower_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,196,-1.419299342,-0.1140387607,0.8572788496,0.9090045835,False,False,False,False,False
table8,ETIS-LaribPolypDB,assd,lower_better,MedSAM,MedSAM+USR,MedSAM -> MedSAM+USR,196,-0.1430587279,-0.3750218833,0.04705816655,0.09643066916,True,False,False,False,False
table8,ETIS-LaribPolypDB,assd,lower_better,MedSAM+ABLoss,MedSAM+ABLoss+USR,MedSAM+ABLoss -> MedSAM+ABLoss+USR,196,1.137408967,-0.3614115104,0.1354919869,0.2352291439,False,False,False,False,False
table8,ETIS-LaribPolypDB,assd,lower_better,MedSAM+USR,MedSAM+ABLoss+USR,MedSAM+USR -> MedSAM+ABLoss+USR,196,-1.276240614,0.369361108,0.8277660004,0.8954175948,False,False,False,False,False
table8,ETIS-LaribPolypDB,boundary_dice,higher_better,MedSAM,MedSAM+ABLoss,MedSAM -> MedSAM+ABLoss,196,0.002893100309,2.758664965e-13,0.1531778979,0.2494334332,False,False,False,False,False
table8,ETIS-LaribPolypDB,boundary_dice,higher_better,MedSAM,MedSAM+ABLoss+USR,MedSAM -> MedSAM+ABLoss+USR,196,0.01721791287,6.432687284e-13,4.863302254e-05,0.0002643099051,True,True,True,True,True
